AtlantaHawks,30,52,19805,3363,7124,147,511,1826,2329,1261,3586,2037,687,1487,348,2109,8699
BostonCeltics,40,42,19780,3475,7183,133,459,1780,2294,1048,3270,2124,762,1191,387,1950,8863
CharlotteHornets,62,20,19780,3555,7113,115,399,2040,2629,1191,3812,2061,710,1425,441,1791,9265
ChicagoBulls,35,47,19780,3361,7098,193,590,1693,2190,1078,3378,2099,686,1255,348,1781,8608
ClevelandCavaliers,25,57,19755,3385,7346,172,508,1358,1748,1214,3497,2043,685,1429,363,1970,8300
DallasMavericks,44,38,19780,3422,7304,166,515,1573,2090,1231,3731,2133,660,1175,386,1869,8583
DenverNuggets,38,44,19880,3701,7484,157,466,1977,2683,1136,4000,2136,665,1597,485,2001,9536
DetroitPistons,19,63,19830,3140,7022,158,554,1826,2325,1131,3319,1855,646,1225,341,2088,8264
GSWarriors,39,43,19899,3693,8000,281,821,1916,2501,1437,4076,2215,861,1554,485,1935,9583
HoustonRockets,37,45,19855,3413,7290,187,534,1806,2372,1145,3573,2015,800,1455,439,2013,8819
IndianaPacers,54,28,19855,3453,7400,167,547,2036,2606,1288,3600,2034,836,1206,389,2029,9109
LAClippers,61,21,19855,3747,7738,197,576,1834,2400,1342,3892,2384,933,1440,551,1882,9525
LALakers,25,57,19805,3541,7540,194,587,1542,2051,1178,3400,2157,752,1263,432,1941,8818
MiamiHeat,67,15,19855,3384,6928,148,432,2021,2613,1188,3554,2062,926,1543,553,1830,8937
MilwaukeeBucks,33,49,19755,3301,6901,196,533,1838,2369,1094,3429,2109,707,1522,425,1935,8636
NJNets,56,26,19805,3560,7162,158,512,1749,2286,1030,3506,2134,744,1376,485,1834,9027
NYKnicks,30,52,19805,3636,7358,152,534,1834,2390,1213,3539,2292,778,1688,433,1898,9258
Philadelphia76ers,36,46,19780,3658,7296,170,495,1565,2923,1149,3561,2281,640,1269,445,1984,9051
PhoenixSuns,27,55,19755,3589,7736,181,568,1737,2308,1252,3710,2166,625,1368,427,2057,9096
PortlandTrailBlazers,43,39,19830,3572,7322,198,546,1933,2504,1151,3542,2073,738,1569,358,1960,9275
SacramentoKings,55,27,19780,3589,7420,181,573,1747,2301,1171,3775,2107,759,1284,442,1821,9106
SanAntonioSpurs,61,21,19755,3486,7148,172,532,2105,2714,1256,3718,2062,915,1728,545,1938,9249
SeattleSupersonics,35,47,19780,3437,7067,169,543,1915,2489,1188,3440,1958,670,1553,413,1881,8958
UtahJazz,31,51,19230,3113,7170,185,606,1765,2342,1220,3453,1812,779,1329,505,2086,8176
WashingtonBullets,42,40,19855,3486,7235,155,510,1929,2510,1132,3670,2082,655,1381,523,1921,9056
